,ret_1d,ret_5d,ma_gap,vol_20,dxy_chg_5d_dir,us10y_chg_5d_dir,cpi_surprise_dir,nfp_surprise_dir,fed_exp_level,fed_exp_chg,demand_chg_5d,gpr_level_z,gpr_chg_5d,ev_supply_5d,ev_geo_5d,ev_demand_5d,ev_cpi_5d,ev_jobs_5d,ev_fed_5d,ev_view_5d,inst_bias
2025-05-23,0.005377671234118253,-0.015481683188592221,0.012517231655452044,0.02078934480656702,1.3731609596526306,-0.08000000000000007,0.9080580369337378,0.5451158417367069,-1.0,-0.40636777978975613,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-26,0.0,-0.018677084533478272,0.01293801420036278,0.020514711484941644,1.3731609596526306,-0.08000000000000007,0.8930576609916919,0.5323020407429296,-1.0,-0.40636777978975613,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-27,-0.010455903131916244,-0.02705713861657344,0.0020946719853478513,0.019731669674838342,0.5804452096510926,0.05000000000000071,0.8782568280518295,0.519454050172013,-1.0,-0.12290607952403598,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-28,0.015481446658684561,0.004375665356048053,0.014551456494256598,0.01787178084582614,-0.1964688179673768,0.11000000000000032,0.8636457252383619,0.5065601925399058,-1.0,-0.1998362639000324,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-29,-0.014660630721603951,-0.004257415960717381,-0.0015238134352451027,0.017945599849012783,0.3942875824812453,0.11000000000000032,0.8492149086160937,0.49360794941381525,-0.9407181421473118,0.040381588945050506,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-30,-0.0024644717969319885,-0.012099558991767623,-0.00608802271733655,0.017494980605600282,-0.31610504540560136,0.09999999999999964,0.8349552726245455,0.4805838150564169,-0.2584590374929733,0.7415409625070267,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-02,0.028061203792645095,0.015961644800877473,0.017465324434463803,0.01759268515732945,-0.31610504540560136,0.09999999999999964,-0.2772577233872147,0.7472965419401376,-0.47284208252618576,0.7415409625070267,0.47769787784406326,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-03,0.014135072158664386,0.0405526200914581,0.02807240297541025,0.016383495387722775,0.12392083210330807,-0.03000000000000025,-0.284104785900666,0.735649380418394,-0.7724027353214894,0.2275972646785106,0.47769787784406326,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-04,-0.00887064267568416,0.016200530757089382,0.01524667251711076,0.015913470186139745,0.7663818317747206,0.09999999999999964,-0.2910166674576104,0.7242460226107874,-0.3903135705546863,0.6096864294453137,0.47769787784406326,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-05,0.008239628299169688,0.03910078977786302,0.02067894445430074,0.014620769922021298,0.4953040307925982,0.02999999999999936,-0.2979952679614522,0.7131030970721094,-0.086849470616771,0.8538686715305408,0.47769787784406326,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-06,0.018914201994703284,0.06047946356949829,0.03675799214692432,0.014652386709924588,0.4979986433150341,-0.09999999999999964,-0.3050425559777815,0.7022422597834274,-0.6920663374815134,-0.4336072999885401,0.47769787784406326,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-09,0.01093411986841275,0.04335237964526595,0.04506654815916811,0.014496474766320227,0.22923042774001257,-0.03000000000000025,-0.3121605721465465,0.6916915293330378,-0.13109950881478638,0.3417425737113994,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-10,-0.004759354957587725,0.024457952529013838,0.03928889139097791,0.013342858295153413,0.33813823901358564,-0.009999999999999787,-0.3193514328021186,0.6814870878242626,0.04395729797062532,0.8163600332921147,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-11,0.04763162790158759,0.08096022310628559,0.08311060382526403,0.016724637563098506,0.3856959585771258,-0.040000000000000036,-0.326617333816414,0.6716757452663943,0.4863727380618129,0.8766863086164992,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-12,-0.0016153906148810293,0.07110520419223487,0.0765397494924267,0.015414962999651168,0.6508784751272256,0.040000000000000036,-0.33396055468164626,0.6623183675866021,0.26615022488375206,0.35299969550052307,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-13,0.0700896634806405,0.12228066567817208,0.1388704686197011,0.021173354367329596,0.6904036777510947,0.09999999999999964,-0.3413834628506751,0.6534947346827664,0.08854069570027708,0.7806070331817905,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-16,-0.01671886956632118,0.09462767624343815,0.11538836824557475,0.02185648923068039,0.6234373746488164,0.03000000000000025,-0.3488885183544711,0.6453105729211248,-0.0,0.13109950881478638,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-17,0.0418859399639091,0.14127297116493498,0.14831298795104253,0.02309620580530442,0.44915880824628607,0.08000000000000007,-0.356478278718007,0.6379079866694018,0.1347506607232596,0.09079336275263429,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-18,0.004000538739934001,0.09764188200328139,0.1423546116298411,0.022383409823326057,-0.11900121903687388,0.03000000000000025,-0.3699186852335333,0.650871209588798,0.27078938851989903,-0.21558334954191388,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-19,0.0,0.09925727261816242,0.1320943190984636,0.022196633275462598,-0.11900121903687388,0.03000000000000025,-0.38369761659015167,0.6641415209023247,0.27078938851989903,-0.21558334954191388,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-06-20,-0.0027986957696040093,0.026368913367917912,0.11944414914766899,0.022365945192101687,-0.5953068577056353,0.03000000000000025,-0.39783597664651904,0.6777345370942495,0.450115420330944,0.3615747246306669,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
